customerID,restaurantID
90,13716
90,14847
90,7799
90,9124
91,15492
91,7700
91,5416
91,15583
91,14412
91,10519
91,680
91,5134
91,6441
91,8575
91,14814
91,11144
91,6881
92,2226
92,16012
92,155
92,3895
92,10537
93,681
93,16724
93,7623
93,12435
93,8103
93,16083
93,11842
93,15813
93,12054
93,11894
93,327
93,12223
93,14026
93,732
93,12263
93,3805
93,8090
94,8222
94,8542
94,8102
94,9428
94,4602
94,13932
94,83
94,15389
94,1993
94,9551
94,12282
94,4251
95,2217
95,10621
95,6447
95,1190
95,8214
95,11835
95,2080
95,921
95,10043
95,10074
95,15532
95,481
95,5315
95,29
95,14614
95,7841
96,14372
96,7495
96,11940
96,10027
96,4406
96,6509
96,5690
96,8652
96,1608
96,1107
97,1278
97,130
98,4768
98,11076
98,6509
98,5948
99,4158
99,10624
99,4909
99,5365
99,11144
99,10308
99,15570
99,3842
99,14898
99,14875
99,9763
99,14752
99,8493
99,13197
99,13828
99,13763
100,14931
100,1267
100,13399
100,4649
100,3368
100,9530
100,829
100,8081
100,16391
100,4886
100,9488
100,1667
100,8343
100,11871
101,10813
101,3527
101,12658
101,11660
101,24
101,4679
101,995
101,15132
101,159
101,9632
101,6679
101,11157
101,8319
101,14849
101,5154
101,2053
101,9366
101,5284
101,8335
101,9985
102,9581
102,12515
102,10087
102,13404
102,12645
102,8237
102,8238
103,14579
103,5167
103,2341
103,14173
103,2191
103,3858
103,8350
103,3513
103,974
104,8338
104,10615
104,16582
104,16212
104,14430
104,13165
104,15025
104,13014
104,4093
104,10937
104,6851
104,1577
104,3474
104,14624
104,16942
104,53
104,1925
104,12439
104,4439
104,11231
105,1078
105,15302
106,10449
106,4999
106,134
106,12665
106,738
106,6208
106,13448
106,10343
106,5811
106,2232
106,8778
106,986
106,13879
106,6169
106,13566
106,3336
106,7463
107,2981
107,301
107,2104
107,5861
107,12715
107,4291
107,5783
107,9824
107,4301
107,4107
107,8291
107,1971
107,12340
107,2363
107,14450
107,3429
108,8107
108,15529
108,15276
108,12876
108,11166
108,4313
108,10606
108,6365
108,5130
108,12704
108,13656
108,4192
109,3376
109,16932
110,7164
110,13635
110,10360
111,3793
111,7348
111,6382
111,11206
111,11257
111,5756
111,8590
111,2728
112,16795
112,8047
113,16619
113,6361
113,6695
113,6487
113,456
113,10876
113,15744
113,296
113,15734
113,11091
113,7827
113,14887
113,10235
113,8299
113,888
113,12648
114,3223
114,5392
114,16352
114,4114
115,3265
115,2714
115,6015
115,11502
115,10137
115,15133
115,8922
115,10076
115,9722
115,10120
115,13696
115,6038
115,4729
115,8182
115,6303
115,16561
115,7983
115,3445
116,7373
116,14176
116,9273
116,8692
116,7357
116,7234
116,4209
116,12077
116,7983
116,12134
116,4620
116,5494
117,5745
117,6475
117,8465
117,14600
117,5421
117,6192
117,13677
117,10365
117,10223
117,1268
117,8413
117,7090
117,12922
117,8425
117,14364
118,7726
118,9270
118,14030
118,8732
118,5993
118,8319
118,6451
118,12840
118,494
118,4277
119,7922
119,9204
119,14696
119,10388
119,2328
119,11111
119,6733
119,5427
119,8839
119,5755
119,16132
119,14196
119,8542
119,8676
119,10547
119,8337
120,1754
120,13089
120,16363
120,13958
120,4314
120,701
120,15051
121,9147
121,3630
121,7194
122,2566
122,2304
122,5557
122,4450
122,3152
122,2798
122,9988
122,11244
122,6715
122,14425
122,13434
122,4675
122,14954
122,14643
123,14197
123,3281
124,1042
124,16851
124,15076
125,14424
125,12022
125,4359
125,15297
125,16913
125,9755
125,16394
125,1862
125,14727
125,7725
125,12309
125,15684
126,7268
126,12423
126,9675
127,6002
127,12765
127,12458
127,5578
127,10611
127,13088
127,6378
127,6830
127,12612
127,907
127,13846
127,2990
127,4766
127,6700
127,5118
127,4896
127,14404
128,1570
128,12559
128,4401
128,11675
128,13894
128,11680
128,2725
128,16428
128,1464
128,11271
128,15341
128,3882
128,10145
128,93
128,6239
128,4346
129,16016
129,16557
129,16758
129,11016
129,15003
129,4945
129,16639
129,14934
129,11877
129,9693
129,12419
130,14742
130,11415
130,6463
130,14003
130,6294
130,16817
130,7810
130,7084
130,3101
130,1078
130,14422
130,10803
130,605
130,13162
130,3717
131,958
132,10314
132,12669
132,6606
132,11972
132,7486
132,3801
132,9510
132,15406
132,11053
132,13893
132,6687
132,4916
132,9444
132,10425
132,1130
132,8062
133,3496
133,1626
133,15110
133,10124
133,7548
133,1028
134,87
134,14838
134,14604
134,3872
134,8997
134,13435
134,2736
135,5394
135,7260
135,2800
135,16708
135,1946
135,7960
135,5548
135,16737
135,9364
135,11813
135,6621
135,12291
135,1113
135,15094
135,5072
136,6004
136,9648
137,16672
137,11276
137,14094
137,12766
137,4133
137,3984
137,6859
137,16871
137,10177
137,5029
137,14079
137,15903
137,9693
137,11820
137,5861
137,12536
140,13983
140,16479
140,16533
140,6375
140,2571
140,7848
140,6144
140,7460
140,967
140,11155
140,4949
140,5588
140,12626
140,3170
140,6551
140,3963
140,397
140,2864
140,8132
141,7642
141,11207
141,4446
142,3648
142,3725
142,1911
142,4012
143,9815
145,12947
145,15006
145,3710
145,8506
145,7371
145,7802
145,11383
145,3532
145,2793
145,16087
145,10873
145,13606
145,7946
145,1958
145,14302
145,13451
145,9308
145,2730
146,1350
146,3572
146,3209
146,6643
146,2792
146,629
146,4960
146,2011
146,10742
146,7296
147,1853
147,13351
147,6650
147,660
148,6535
148,8055
148,16476
148,6937
148,9464
148,11603
149,11557
150,947
150,5873
150,16013
150,15699
150,3144
150,9770
150,5963
150,6015
150,4884
150,2765
150,15765
150,11501
150,16360
150,14864
151,2426
151,233
152,7442
152,7161
152,16440
152,11892
152,5394
152,6931
152,11977
152,11349
153,9955
153,1600
153,408
153,8695
153,12234
153,2161
153,5145
153,7375
153,4409
153,9156
153,16300
153,4783
153,4087
153,2851
153,9989
153,10803
153,6702
154,14770
154,11744
154,229
154,15046
154,13254
154,16410
154,12673
154,11220
154,12322
154,3818
154,15848
154,1784
154,14774
154,2665
154,4005
154,6648
154,7035
154,8147
154,2870
154,4721
155,7630
155,10819
156,8011
156,15786
156,6074
156,11537
156,10247
156,11224
156,816
156,15853
156,5644
156,16646
156,4200
156,9160
156,11789
156,3002
157,14650
157,12769
158,13955
158,2145
158,135
158,13602
158,5971
158,10569
158,16043
158,4007
158,14645
158,1671
158,14661
158,3818
158,9205
158,14577
158,5771
158,676
158,1448
158,7557
159,743
159,12090
159,14547
159,10892
159,7997
159,3728
159,629
159,7846
159,15457
159,6909
159,1529
159,8915
159,7702
159,8051
159,3782
159,1757
159,4719
159,1005
159,6109
160,3901
160,14280
160,3746
160,4782
160,8325
160,16048
160,9148
160,9817
160,13511
160,2271
160,1240
160,16143
160,8117
161,2987
161,14455
161,5848
161,12400
161,421
161,1262
161,1784
161,15752
161,482
161,3342
161,2753
161,3198
161,7420
161,15960
162,10674
162,10713
162,13158
162,11571
162,13150
162,6129
162,13327
163,3668
163,8159
163,13157
163,14040
163,13963
163,6150
163,8848
163,9522
163,8227
163,2140
163,13793
163,7064
163,14718
163,13196
163,10515
163,1484
164,6020
164,7079
164,4734
164,4378
164,7927
164,16699
164,16220
164,223
164,13769
164,13097
164,1633
164,963
164,6948
164,56
164,12753
165,2052
165,13392
165,7408
165,10336
165,5379
165,295
165,15757
165,330
165,15887
165,5375
165,7724
165,11649
165,10389
165,9020
165,15449
165,3468
165,1139
166,15517
166,9335
166,13518
166,9503
166,7831
166,12405
166,3538
166,796
166,16697
166,10863
166,11915
166,10106
166,16295
166,3123
166,1399
167,13661
167,1129
168,442
168,4079
168,304
168,6293
168,466
168,6423
168,4529
168,1638
168,1671
168,5252
168,7637
168,1062
168,8227
169,7887
169,10742
169,9384
169,16519
169,11080
169,4009
169,13583
169,5058
169,13394
169,4156
169,293
169,12497
169,9149
169,618
169,745
169,14122
169,5026
170,13878
170,11332
170,11669
170,7134
170,9287
170,15016
170,15555
170,12648
170,7366
170,6806
170,15401
170,6542
170,7617
170,8731
170,1508
171,13015
171,10697
171,11547
171,8036
171,11553
171,2046
171,2610
172,9018
173,8280
173,16367
173,9783
173,4108
173,8757
173,177
173,1325
173,1866
173,6359
173,11290
173,5091
173,7914
173,11571
173,6312
173,3329
173,14537
174,11627
174,9449
174,9173
174,13868
174,6826
174,11614
174,1671
175,1754
175,141
175,15051
175,13703
175,14134
175,11166
175,5059
175,12158
175,9194
176,13217
176,5867
176,10564
176,12787
176,3580
176,12299
176,14982
176,6418
176,237
176,2907
176,385
176,8209
176,14716
176,8575
176,6725
176,15477
176,6166
176,2703
176,13695
177,11297
177,7480
177,14546
177,6863
178,13430
178,7224
178,14728
178,6514
178,16773
179,15653
179,5516
179,16458
179,11853
179,2070
179,6517
179,4340
179,15768
179,4740
179,7098
179,16573
179,1720
179,15859
179,9670
179,3146
179,15684
179,16117
179,4779
179,1081
180,13182
180,2330
180,16549
180,2698
180,3619
180,2665
181,11764
181,4747
181,4000
181,9211
181,9711
181,9116
181,10564
181,6227
181,11002
181,9650
181,14526
181,16352
181,6820
181,8223
181,7590
181,15346
181,13055
182,12132
182,14742
182,5713
182,1747
182,7236
182,9907
182,12395
182,5256
182,2672
182,14459
182,13317
182,6220
182,13305
183,2720
183,14114
183,12545
183,5791
183,1772
183,1566
183,14001
183,6949
183,9298
183,57
183,6827
183,9005
183,10225
183,811
183,915
183,2026
183,1544
183,11820
184,8670
184,4968
184,13742
184,16008
184,10427
184,11846
184,15461
184,5050
184,803
184,8153
184,9684
184,10942
184,10108
184,6425
184,15062
184,10524
184,8196
185,9105
185,7814
185,7489
185,2813
185,9125
185,1051
185,2831
185,2694
185,15942
185,12168
185,1337
185,12272
185,5611
185,6941
185,7984
185,8535
185,3057
185,2665
186,6829
186,3027
186,4841
186,9182
186,7019
186,252
187,3932
187,7773
187,952
187,7389
187,3590
187,7284
187,13034
187,699
187,4114
187,6815
187,6793
187,15430
188,12653
188,825
188,16734
188,2014
188,187
188,15055
188,2452
188,16337
188,10573
188,8502
188,16816
188,9567
189,2136
189,8357
189,16868
189,7690
189,2055
189,6761
189,10155
189,7047
189,12355
189,9525
190,11329
190,8762
190,5795
190,720
190,2172
190,8393
190,14605
190,3709
190,4282
190,9616
190,16163
191,16664
191,814
192,10744
192,13250
192,2687
192,6734
192,1055
192,7681
192,7434
192,14897
192,4328
192,5352
192,1387
193,4243
193,12842
193,6769
193,9779
193,12895
193,2141
194,1200
194,10042
194,7876
194,2540
194,2296
194,2251
194,2799
194,15740
194,10088
194,11685
194,2812
194,9767
194,4931
195,4033
195,11763
195,15945
196,10961
196,9430
196,11476
196,6892
196,700
196,8246
196,14839
197,8037
197,15241
197,575
197,6486
197,16869
197,9183
197,1343
197,9238
197,16339
197,3465
197,7176
197,9908
197,10623
197,12137
197,4211
197,6608
197,3704
197,14386
197,6441
197,755
198,2683
198,13594
198,4933
198,6510
198,13910
198,15367
198,4314
198,5350
198,8075
198,15133
199,10376
199,12767
199,15246
199,5507
199,13025
199,16373
199,1941
199,13920
199,9437
199,16691
199,13346
199,9740
199,4935
199,7984
199,5825
200,6411
200,1715
200,13451
200,1259
200,4241
200,15958
200,3029
200,628
200,1855
200,15816
201,3517
201,11315
201,503
201,7357
201,10251
201,2782
201,13745
201,3
201,16004
201,62
201,2484
201,1908
201,2980
201,8583
201,16006
201,15494
202,327
202,7072
202,6341
202,13023
202,16972
202,3580
202,5947
202,4910
202,5448
202,11339
202,645
204,2878
204,4426
204,2816
204,9164
204,3221
204,7273
204,228
204,16940
204,15488
204,5607
204,12882
205,10933
205,14610
205,10041
205,7113
205,6727
205,5408
205,956
205,16882
205,8123
206,6245
206,14278
206,11065
206,7755
206,4980
206,10282
206,2460
206,3484
206,13650
206,4355
206,16091
206,5557
206,16076
206,14224
206,10396
206,7775
206,12533
206,15222
207,5152
207,12627
207,2353
207,7333
208,13138
208,7010
208,15016
208,8345
208,14186
208,11725
208,1006
208,1459
208,2028
208,6704
208,4340
208,15612
208,2087
208,15686
208,11674
208,5154
208,16580
208,12572
208,15214
209,12537
209,7654
209,5620
209,13415
209,16024
209,13155
209,15270
209,10351
209,8942
210,14644
210,8838
210,13535
210,1211
210,10608
210,3907
210,14853
210,10573
210,13480
210,1071
210,3986
210,1765
210,14402
210,11288
210,489
210,7243
210,9432
210,9047
211,4973
211,9625
211,13758
211,2462
211,12845
211,1524
211,14297
211,3078
212,1689
212,1984
212,8938
212,4042
212,11623
212,11430
212,5960
212,1044
212,16676
212,6650
213,13949
213,1234
213,14667
213,16873
213,4049
214,10922
214,11206
214,9761
214,4375
214,1760
215,4113
215,6466
215,11444
215,1490
215,6200
215,773
215,7943
215,2082
215,14024
215,13429
215,4339
215,4663
215,8631
215,10334
215,14752
215,13307
215,96
215,10262
215,16528
215,3222
216,2340
216,2564
216,5170
216,11824
216,12682
216,15947
216,4571
216,16993
216,9983
216,7580
216,11464
216,19
216,5367
217,16302
217,7802
218,8736
218,13864
218,5415
218,11963
218,11052
218,16214
218,5855
219,14457
219,4826
219,16378
219,15038
219,16109
219,7709
219,6502
219,14895
219,11829
219,4431
220,7276
220,16305
220,8088
220,8038
220,11861
221,11022
221,8052
221,11616
221,8799
221,11292
221,6898
221,10777
222,4970
222,9025
222,16479
222,13239
222,5074
222,15595
222,11964
222,5187
222,673
222,13875
222,2087
222,1039
222,15889
222,16593
222,16994
222,8570
223,16801
223,13962
223,11626
223,1385
223,4148
223,16966
223,1392
223,1668
223,10334
223,3880
223,3544
223,5766
223,9588
223,809
223,764
223,330
223,3049
223,16663
223,7893
223,11827
224,5393
224,933
224,2137
224,9394
224,3429
224,7916
224,7972
224,2195
224,4395
224,1801
224,3690
224,2725
224,14451
224,7993
224,144
225,10909
225,2895
225,13842
225,14264
225,2100
225,5034
225,1132
225,10635
225,13679
225,4171
225,5601
225,14447
225,457
225,318
225,2204
225,10178
226,1718
226,12467
226,3262
226,12998
226,4696
226,10757
226,7933
226,6927
226,3333
226,4613
226,11008
226,4485
226,4977
226,13845
226,14182
226,6099
226,15273
226,7961
226,8304
226,8676
227,16616
227,8611
227,16500
227,4799
227,15937
227,7033
227,10362
227,14881
227,7894
227,16762
227,5415
227,14570
227,16311
228,1729
228,1578
228,15904
228,9876
228,16322
228,7669
228,4019
228,8729
228,12559
228,1553
228,8235
228,10794
228,6534
228,11879
228,5269
228,3470
229,3674
229,9119
229,8742
229,601
229,3458
229,13423
229,4883
229,12176
229,826
229,3220
229,10133
230,11944
230,15003
231,5758
231,4492
231,15616
231,7264
231,5457
231,3615
231,1949
231,946
231,11698
231,4641
232,6883
232,13294
232,11752
232,13574
232,11269
232,6579
232,9047
232,4211
232,12356
232,4663
232,9364
232,8000
232,1030
232,16244
232,2084
232,7847
232,12306
233,2071
233,5898
233,6891
233,89
233,891
233,7986
233,303
233,5297
233,11859
233,6237
233,4796
233,10357
233,10910
233,8218
233,3446
233,3958
233,1375
233,815
233,14023
234,11505
235,12796
235,3996
235,2948
236,16472
236,3492
236,2429
237,9812
237,5969
237,16058
237,15276
237,1504
237,8182
237,14886
237,10888
237,6838
237,5624
237,2755
237,16031
237,15868
237,4471
237,8011
237,7498
238,11814
238,9632
238,9331
238,7532
238,288
238,8471
238,8895
238,13535
238,9841
239,3894
239,7432
239,2246
239,13059
239,16433
239,3382
239,14362
239,16130
239,14630
239,6469
239,16549
240,3143
240,780
240,5191
241,5949
241,3704
241,4664
241,10922
241,6777
241,14318
241,3622
241,2431
242,6222
242,16946
242,2401
242,5620
242,15800
242,2179
242,4155
242,15041
243,11097
243,6732
243,9029
243,4262
243,15937
243,5734
243,5081
243,142
243,1457
244,14117
244,6721
245,8454
246,8851
246,6859
246,8317
246,3079
246,12112
246,11692
246,10545
246,1403
246,11122
246,14220
246,15938
246,10065
247,13148
247,8830
247,15312
247,982
247,3724
247,2053
247,4587
247,7455
247,4303
247,1232
247,3933
247,11706
247,3177
247,13979
247,15423
247,2042
247,5365
247,766
248,7261
248,3503
248,8134
248,1417
248,2067
248,2276
248,6418
248,10239
249,14327
249,8681
249,11400
249,10291
249,11318
249,3178
249,13040
249,10403
250,10751
250,5990
250,2593
250,15395
250,11307
250,9727
250,1277
250,12516
250,2167
250,8011
250,7965
250,6303
250,14
250,10456
250,10098
250,1304
250,14574
251,581
251,11789
251,4181
252,8209
252,10563
252,13711
252,14719
252,5618
252,14994
252,8716
252,12296
252,7752
252,7315
252,4428
252,2194
252,6807
252,10868
252,13652
252,2954
252,7403
252,14000
252,4872
253,12673
253,9998
253,1719
253,6702
253,15800
253,16332
253,13757
253,13405
253,2269
253,16512
253,16357
253,351
253,14722
253,192
253,11710
253,13548
253,11893
253,11282
254,8565
254,10634
254,774
255,2644
255,12307
255,4594
255,9409
255,879
255,3909
255,8835
255,3971
255,15885
255,216
256,7789
256,3671
256,1702
256,8018
256,12467
256,12791
256,11457
256,13669
256,154
256,2981
256,2567
256,11134
257,7564
257,7225
257,6446
257,4792
257,5216
257,16613
257,9288
257,16838
257,4332
258,8544
258,14462
258,10783
258,6489
258,1138
258,2157
258,2187
258,4761
258,2603
258,13118
258,16804
258,6170
258,2925
258,9893
258,11097
259,4843
259,13945
259,7951
259,3627
259,14371
259,11794
259,7200
259,10035
259,15984
259,11788
260,5279
260,15654
261,606
261,16210
261,3074
261,2125
261,4577
261,1090
261,10401
261,11628
261,16334
261,10905
261,14244
261,11551
261,6934
261,9062
261,4367
261,3078
261,4241
261,1944
261,12360
262,15505
262,11640
262,1472
262,1276
262,16214
262,6661
262,9834
262,9330
263,8703
263,11342
263,554
263,16355
263,16346
263,8747
263,16495
263,14065
263,13399
263,12562
263,11870
263,13270
263,3697
263,12038
263,2886
263,1729
263,6606
263,16878
263,15465
263,4255
264,9918
264,11502
264,157
264,8271
264,8836
264,7848
264,12783
264,13566
264,5749
264,1545
264,4652
264,15408
264,6024
264,16084
264,11462
264,11707
264,10575
264,12885
266,12679
266,1642
266,9359
266,6543
266,13964
266,792
266,16730
266,9948
266,11718
266,349
266,13469
266,3634
267,14182
267,4465
267,6259
267,3167
267,7490
267,6047
267,12712
267,7398
267,7539
267,7261
267,11352
267,6916
267,10424
267,3860
267,2953
267,4185
267,3580
268,13380
268,14905
268,16975
268,9057
268,3578
268,11319
269,16061
269,2356
269,9992
269,968
269,6661
269,3900
269,5854
269,10109
269,15052
269,9247
269,13059
269,2410
270,15764
270,9664
270,7797
270,15422
270,8811
270,14809
270,2969
270,2502
270,10044
270,1294
270,5533
270,11969
270,6073
270,9370
270,3751
271,2588
271,12266
271,4252
271,6469
271,14196
271,3642
272,5972
272,369
273,6730
273,13956
273,15868
273,14472
273,5599
273,9016
273,8652
273,2451
273,5592
273,1780
273,4043
273,12665
273,11845
274,16869
274,13544
274,2735
274,4436
274,6528
274,15042
274,2341
274,1592
274,3950
274,10233
274,2561
274,1586
274,11430
274,7600
274,970
274,5032
274,7937
274,16448
275,15312
275,8944
275,5089
275,8211
275,3584
275,16717
275,4939
275,1324
275,3
276,80
276,7018
276,5383
276,8540
277,10200
277,10829
277,8929
277,4008
277,16606
277,6532
277,562
277,12648
277,15841
277,8788
277,16045
277,14006
277,16232
277,5122
277,3213
277,8585
277,9143
278,1228
278,16759
278,5063
278,10618
278,6556
278,12626
278,16973
279,3005
279,13234
279,4481
279,14430
279,888
279,4968
279,15216
279,16276
279,15686
279,6425
279,13156
280,4255
280,16209
281,8279
281,2005
281,14940
281,13897
281,4077
282,59
283,8228
283,13160
283,15004
283,4777
283,15880
283,9680
283,1791
284,751
284,10112
284,2073
284,2504
284,4681
284,3026
284,13352
284,16600
284,15153
284,12564
284,13358
284,13579
284,8198
284,5216
285,6572
285,15898
285,7847
285,1385
285,9626
285,876
285,3296
285,8642
285,7445
285,15963
